行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c907-3	読み一致		ワレタハヘンハツバサノナカニノコルヒコオニチメニハナレタモノモコレダッタカノオセエガタカイ	ワレタハヘンハツバサノナカニノコルヒコオニチメニハナレタモノモコレダッタカノオセエガタカイ	割れた破片は翼の中に残る。飛行2日目に離れた物も、これだった可能性が高い。	割れた破片は翼の中に残る。飛行2日目に離れたものもこれだった可能性が高い。
c908-1	読み一致		ダンネツザイガハガレルタビトバシテヨイリユウヅケガツクラレタ	ダンネツザイガハガレルタビトバシテヨイリユウヅケガツクラレタ	断熱材がはがれるたび、飛ばしてよい理由付けが作られた。	断熱材が剥がれるたび飛ばして良い理由付けが作られた。
c908-2	読み一致		ソノリユウヅケガコノヒコオデアブナクナイトカンガエルシタジニナッタ	ソノリユウヅケガコノヒコオデアブナクナイトカンガエルシタジニナッタ	その理由付けが、この飛行で「危なくない」と考える下地になった。	その理由付けがこの飛行で危なくないと考える下地になった。
c909-1	読みが違う	ア→バ	アンゼンヲタントオスルブショハカントクスルハズノケエカクカラオカネヲモラッテエタ	バンゼンヲタントオスルブショハカントクスルハズノケエカクカラオカネヲモラッテエタ	安全を担当する部署は、監督するはずの計画からお金をもらっていた。	万全を担当する部署は監督するはずの計画からお金をもらっていた。
c910-1	読みが違う	ド→ショ	ドノカイギニモアンゼンノタントオシャハイタ	ショノカイギニモアンゼンノタントオシャハイタ	どの会議にも、安全の担当者はいた。	署の会議にも安全の担当者はいた。
c910-2	読み一致		タダキイテドオイシタダケダッタ	タダキイテドオイシタダケダッタ	ただ聞いて、同意しただけだった。	ただ聞いて同意しただけだった。
c911-1	読み一致		イインカイハネンマエノジコトトイガホトンドオナジダトカイテエル	イインカイハネンマエノジコトトイガホトンドオナジダトカイテエル	委員会は、17年前の事故と問いがほとんど同じだと書いている。	委員会は十七年前の事故と問いがほとんど同じだと書いている。
c911-2	読み一致		ネンチャレンジャアゴオガウシナワレタトキノトイデアル	ネンチャレンジャアゴオガウシナワレタトキノトイデアル	1986年、チャレンジャー号が失われたときの問いである。	1986年、チャレンジャー号が失われた時の問いである。
c911-3	読み一致		ナゼハガレルトシリナガラトビツヅケタノカ	ナゼハガレルトシリナガラトビツヅケタノカ	なぜ、はがれると知りながら飛び続けたのか。	なぜ剥がれると知りながら飛び続けたのか。
c912-1	読み一致		チャレンジャアゴオヲマネエタソシキノケッカンハナオッテエナカッタ	チャレンジャアゴオヲマネエタソシキノケッカンハナオッテエナカッタ	チャレンジャー号を招いた組織の欠陥は、直っていなかった。	チャレンジャー号を招いた組織の欠陥は治っていなかった。
c912-2	読み一致		ケッカンノアルヤリカタハネンツヅキリョオホオノジコニオオキクキイタ	ケッカンノアルヤリカタハネンツヅキリョオホオノジコニオオキクキイタ	欠陥のあるやり方は20年続き、両方の事故に大きく効いた。	欠陥のあるやり方は二十年続き、両方の事故に大きく効いた。
c913-1	読み一致		カンコクハケンウチケンハツギニトブマエニヤルコトトサレタ	カンコクハケンウチケンハツギニトブマエニヤルコトトサレタ	勧告は29件。うち15件は、次に飛ぶ前にやることとされた。	勧告は二十九件、うち十五件は次に飛ぶ前にやることとされた。
c913-2	読みが違う	ウチ→シ	ウチアゲヲホオコオイジョオカラトルコトヲゼンブテンケンスルコト	シアゲヲホオコオイジョオカラトルコトヲゼンブテンケンスルコト	打ち上げを3方向以上から撮ること。RCCを全部点検すること。	仕上げを三方向以上から撮ること。RCCを全部点検すること。
c913-3	読み一致		キドオノオエデテンケンシオオキュウノシュウリガデキルテダテヲモツコト	キドオノオエデテンケンシオオキュウノシュウリガデキルテダテヲモツコト	軌道の上で点検し、応急の修理ができる手立てを持つこと。	軌道の上で点検し、応急の修理ができる手立てを持つこと。
c914-1	読み一致		ソノオエデエインカイハコオカイテエル	ソノオエデエインカイハコオカイテエル	そのうえで、委員会はこう書いている。	その上で委員会はこう書いている。
c914-2	読み一致		レキシハハイケエデハナイレキシガゲンインダ	レキシハハイケエデハナイレキシガゲンインダ	歴史は背景ではない。歴史が原因だ	歴史は背景ではない。歴史が原因だ。
c915-1	読み一致		イインカイハヒトヲカエテモカイケツシナイトカイタ	イインカイハヒトヲカエテモカイケツシナイトカイタ	委員会は、人を替えても解決しないと書いた。	委員会は人を変えても解決しないと書いた。
c915-2	読み一致		ダガソノチョクゼンニコジンガセキニンヲオワナイイミデハナイトモカク	ダガソノチョクゼンニコジンガセキニンヲオワナイイミデハナイトモカク	だがその直前に、個人が責任を負わない意味ではない、とも書く。	だが、その直前に個人が責任を負わない意味ではないとも書く。
c916-1	読み一致		キケンハミトメルベキダガアキラメテウケエレテハナラナイ	キケンハミトメルベキダガアキラメテウケエレテハナラナイ	危険は認めるべきだが、諦めて受け入れてはならない。	危険は認めるべきだが、諦めて受け入れてはならない。
c916-2	読み一致		ジコノキオクハカナラズウスレルダカライソゲトイインカイハカイタ	ジコノキオクハカナラズウスレルダカライソゲトイインカイハカイタ	事故の記憶は必ず薄れる。だから急げ、と委員会は書いた。	事故の記憶は必ず薄れる。だから急げと委員会は書いた。
ep01-1	読みが違う	アト→ハンゴ	ハナシハソコカラネンアトニトブ	ハナシハソコカラネンハンゴニトブ	話は、そこから8年半あとに飛ぶ。	話はそこから八年半後に飛ぶ。
ep01-2	読み一致		ネンノナツテキサスハキロクニノコルサイアクノカンバツノナカニイタ	ネンノナツテキサスハキロクニノコルサイアクノカンバツノナカニイタ	2011年の夏、テキサスは記録に残る最悪の干ばつのなかにいた。	2011年の夏、テキサスは記録に残る最悪の干ばつの中にいた。
ep02-1	読み一致		ナコドオチェスコノスイイハイツモヨリメエトルチカクサガッタ	ナコドオチェスコノスイイハイツモヨリメエトルチカクサガッタ	ナコドーチェス湖の水位は、いつもより3メートル近く下がった。	ナコドーチェスコの水位はいつもより三メートル近く下がった。
ep02-2	読みが違う	—→シチガ／キ→—	ツキノオワリケエサツカンガコテエニアラワレタキュウケエノブッタイニキヅク	シチガツノオワリケエサツカンガコテエニアラワレタキュウケエノブッタイニキヅク	7月の終わり、警察官が湖底に現れた球形の物体に気づく。	七月の終わり、警察官が湖底に現れた球形の物体に気づく。
ep03-1	読み一致		チョッケエメエトルホドノアルミノタマデナカハドロデウマッテエタ	チョッケエメエトルホドノアルミノタマデナカハドロデウマッテエタ	直径1メートルほどのアルミの球で、中は泥で埋まっていた。	直径一メートルほどのアルミの球で、中は泥で埋まっていた。
ep03-2	読み一致		コロンビアゴオガツンデエタデンキノモトニナルガスノタンクデアル	コロンビアゴオガツンデエタデンキノモトニナルガスノタンクデアル	コロンビア号が積んでいた、電気のもとになるガスのタンクである。	コロンビア号が積んでいた電気の元になるガスのタンクである。
ep04-1	読み一致		ネンコノミズウミハソオサクサレテエル	ネンコノミズウミハソオサクサレテエル	2003年、この湖は捜索されている。	2003年、この湖は捜索されている。
ep04-2	読み一致		カイグンノセンスイシガソナアノハンノオヲヒトツズツモグッテタシカメタ	カイグンノセンスイシガソナアノハンノオヲヒトツズツモグッテタシカメタ	海軍の潜水士が、ソナーの反応を一つずつ潜って確かめた。	海軍の潜水士がソナーの反応を一つずつ潜って確かめた。
ep04-3	読み一致		ソレデモコノミズウミカラハテンモミツカラナカッタ	ソレデモコノミズウミカラハテンモミツカラナカッタ	それでも、この湖からは1点も見つからなかった。	それでもこの湖からは一点も見つからなかった。
ep05-1	読み一致		ヒトガモグッテミツケラレナカッタモノガミズガヒイテデテキタ	ヒトガモグッテミツケラレナカッタモノガミズガヒイテデテキタ	人が潜って見つけられなかったものが、水が引いて出てきた。	人が潜って見つけられなかったものが、水が引いて出てきた。
ep05-2	読み一致		ジコカラネンハンガスギテエタ	ジコカラネンハンガスギテエタ	事故から、8年半が過ぎていた。	事故から八年半が過ぎていた。
ep06-1	読みが違う	ハヘ→アペ	ハヘンハイマモミツカルソノタビニアノニンガオモイダサレル	アペンハイマモミツカルソノタビニアノニンガオモイダサレル	破片は今も見つかる。そのたびに、あの7人が思い出される。	アペンは今も見つかる。そのたびにあの七人が思い出される。
ep06-2	読み一致		カケラヒトツデキタイハコワレタダガコワレタノハソレダケデハナイ	カケラヒトツデキタイハコワレタダガコワレタノハソレダケデハナイ	かけら一つで機体は壊れた。だが、壊れたのはそれだけではない。	欠片一つで機体は壊れた。だが、壊れたのはそれだけではない。
ep06-3	読み一致		ミヨオトシナケレバミエナイママダッタ	ミヨオトシナケレバミエナイママダッタ	見ようとしなければ、見えないままだった。	見ようとしなければ見えないままだった。
