行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c915-3	読みが違う	ダ→チ	ネンノホオコクショガアゲルノハヨホオガジュウブンニミコマナカッタタカクノボッタクモノハイダ	ネンノホオコクショガアゲルノハヨホオガジュウブンニミコマナカッタタカクノボッタクモノハイチ	2013年の報告書が挙げるのは、予報が十分に見込まなかった、高く昇った雲の灰だ。	二〇一三年の報告書が挙げるのは、予報が十分に見込まなかった高く登った雲の配置
c916-1	読み一致		ネンノホオコクショハコノバクハツガヨキシナイオモイヒバクヲモタラシタトカイテエル	ネンノホオコクショハコノバクハツガヨキシナイオモイヒバクヲモタラシタトカイテエル	1982年の報告書は、この爆発が、予期しない重い被曝をもたらしたと書いている。	1982年の報告書は、この爆発が予期しない重い被曝をもたらしたと書いている。
c916-2	読みが違う	ジ→フ	ジッケンヲササエタアメリカヘエノイチブニガイコクノリョオシニソシテマアシャルショトオノヒトビトニ	フッケンヲササエタアメリカヘエノイチブニガイコクノリョオシニソシテマアシャルショトオノヒトビトニ	実験を支えたアメリカ兵の一部に、外国の漁師に、そしてマーシャル諸島の人々に。	復権を支えたアメリカ兵の一部に、外国の漁師に、そしてマーシャル諸島の人々に
c917-1	読みが違う	リュウ→トメ	ダイフクリュウマルハソノゴナマエヲカエテスイサンダイガクノフネニナッタ	ダイフクトメマルハソノゴナマエヲカエテスイサンダイガクノフネニナッタ	第五福竜丸は、その後、名前を変えて水産大学の船になった。	第五、福留丸はその後名前を変えて水産大学の船になった。
c917-2	読み一致		ネンニヤクメヲオエゴミノオメタテチダッタユメノシマニオキザリニサレタ	ネンニヤクメヲオエゴミノオメタテチダッタユメノシマニオキザリニサレタ	1967年に役目を終え、ゴミの埋め立て地だった夢の島に置き去りにされた。	1967年に役目を終え、ゴミの埋め立て地だった夢の島に置き去りにされた。
c918-1	読み一致		ネントオキョオトガユメノシマニテンジカンヲヒラキフネハコオカイサレタ	ネントオキョオトガユメノシマニテンジカンヲヒラキフネハコオカイサレタ	1976年、東京都が夢の島に展示館を開き、船は公開された。	1976年、東京都が夢の島に展示館を開き、船は公開された。
c918-2	読み一致		イマモソコデミルコトガデキル	イマモソコデミルコトガデキル	いまも、そこで見ることができる。	今もそこで見ることができる。
c919-1	読み一致		アノヒマデタカクノボッタクモノハイガドオオチルカハオシハカルシカナカッタ	アノヒマデタカクノボッタクモノハイガドオオチルカハオシハカルシカナカッタ	あの日まで、高く昇った雲の灰がどう落ちるかは、推し量るしかなかった。	あの日まで高く登った雲の灰がどう落ちるかは推し量るしかなかった。
c919-2	読み一致		ソレヲジュウブンニミコメナイママハイハウミノオエトシマノオエニフッタ	ソレヲジュウブンニミコメナイママハイハウミノオエトシマノオエニフッタ	それを十分に見込めないまま、灰は、海の上と島の上に降った。	それを十分に見込めないまま、灰は海の上と島の上に降った。
c920-1	読み一致		ネンツキニチゴゼンジフン	ネンツキニチゴゼンジフン	1954年3月1日、午前6時45分。	1954年3月1日午前6時45分
c920-2	読み一致		ビキニカンショオノソラニアガッタクモノシタニハ	ビキニカンショオノソラニアガッタクモノシタニハ	ビキニ環礁の空に上がった雲の下には、	ビキニ環礁の空に上がった雲の下には
c920-3	読み一致		ヤガテハイヲアビルギョセントシマノヒトビトトヘエシタチガイタ	ヤガテハイヲアビルギョセントシマノヒトビトトヘエシタチガイタ	やがて灰を浴びる漁船と、島の人々と、兵士たちがいた。	やがて灰を浴びる漁船と島の人々と兵士たちがいた。
ed01-1	読み一致		ゴシチョオアリガトオゴザイマシタ	ゴシチョオアリガトオゴザイマシタ	ご視聴ありがとうございました。	ご視聴ありがとうございました。
ed01-2	読み一致		コノドオガガスコシデモキニイレバコオヒョオカト	コノドオガガスコシデモキニイレバコオヒョオカト	この動画が少しでも気に入れば、高評価と	この動画が少しでも気に入れば、高評価と
ed01-3	読み一致		チャンネルトオロクヲオネガイシマス	チャンネルトオロクヲオネガイシマス	チャンネル登録をお願いします。	チャンネル登録をお願いします。
