行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
ep04-3	読み一致		コタエトシテミッツヒトツメハツミカサナッタモンダイデキンチョオガタカマッテエタコト	コタエトシテミッツヒトツメハツミカサナッタモンダイデキンチョオガタカマッテエタコト	答えとして三つ。一つ目は、積み重なった問題で、緊張が高まっていたこと。	答えとして三つ。一つ目は積み重なった問題で緊張が高まっていたこと。
ep05-1	読み一致		フタツメハテネリフェノアノドクトクノテンキ	フタツメハテネリフェノアノドクトクノテンキ	二つ目は、テネリフェの、あの独特の天気。	二つ目は、テネリフェのあの独特の天気。
ep05-2	読み一致		ミッツメガフタツノソオシンガオナジジコクニカサナッタコトデアル	ミッツメガフタツノソオシンガオナジジコクニカサナッタコトデアル	三つ目が、二つの送信が同じ時刻に重なったことである。	三つ目が二つの送信が同じ時刻に重なったことである。
ep05-3	読み一致		コンポンノゲンインデハナクキヨシタヨオインホオコクショハソオワケテエル	コンポンノゲンインデハナクキヨシタヨオインホオコクショハソオワケテエル	根本の原因ではなく、寄与した要因。報告書は、そう分けている。	根本の原因ではなく、寄与した要因。報告書はそう分けている。
ep06-1	読みが違う	アト→ゴ	ホオコクショハソノアトニベツノミッツヲナラベル	ホオコクショハソノゴニベツノミッツヲナラベル	報告書は、そのあとに、別の三つを並べる。	報告書はその後に別の三つを並べる。
ep06-2	読み一致		コチラハキチョオノココロノナカデハナクソノソトガワデオキテエタコトデアル	コチラハキチョオノココロノナカデハナクソノソトガワデオキテエタコトデアル	こちらは、機長の心の中ではなく、その外側で起きていたことである。	こちらは機長の心の中ではなく、その外側で起きていたことである。
ep06-3	読み一致		コトバガテキセツデナカッタコトパンナムガバンメデデナカッタコトイレエノコンザツ	コトバガテキセツデナカッタコトパンナムガバンメデデナカッタコトイレエノコンザツ	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。
ep07-1	読み一致		タダシホオコクショハカタホオダケヲサバイテハイナイ	タダシホオコクショハカタホオダケヲサバイテハイナイ	ただし報告書は、片方だけを裁いてはいない。	ただし、報告書は片方だけを裁いてはいない。
ep07-2	読み一致		パンナムハドカッソオロニイルトツタエタダカラジュウヨオデハナイトカク	パンナムハドカッソオロニイルトツタエタダカラジュウヨオデハナイトカク	パンナムは二度、滑走路にいると伝えた。だから重要ではない、と書く。	パンナムは二度滑走路にいると伝えた。だから重要ではないと書く。
ep07-3	読みが違う	オオケエ→—	カンセエカンノオオケエモテキセツデハナカッタタダシリリクハモオハジマッテエタ	カンセエカンノモテキセツデハナカッタタダシリリクハモオハジマッテエタ	管制官の「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。	管制官のOKも適切ではなかった。ただし、離陸はもう始まっていた。
ep08-1	読み一致		ホオコクショハサイゴニカンコクヲミッツダシテエル	ホオコクショハサイゴニカンコクヲミッツダシテエル	報告書は、最後に勧告を三つ出している。	報告書は最後に勧告を三つ出している。
ep08-2	読み一致		ヒトツシジトキョカノオモミトソノトオリニジッコオスルコトヲテッテエスルコト	ヒトツシジトキョカノオモミトソノトオリニジッコオスルコトヲテッテエスルコト	一つ。指示と許可の重みと、そのとおりに実行することを徹底すること。	一つ、指示と許可の重みと、その通りに実行することを徹底すること。
ep08-3	読み一致		フタツヒョオジュンノミジカクトリチガエヨオノナイコオクウヨオゴヲツカウコト	フタツヒョオジュンノミジカクトリチガエヨオノナイコオクウヨオゴヲツカウコト	二つ。標準の、短く、取り違えようのない航空用語を使うこと。	二つ、標準の短く取り違えようのない航空用語を使うこと。
ep09-1	読み一致		ミッツメガコノジコガイチバンノコシタモノデアル	ミッツメガコノジコガイチバンノコシタモノデアル	三つ目が、この事故がいちばん残したものである。	三つ目がこの事故が一番残したものである。
ep09-2	読み一致		ノキョカトリリクノキョカヲジカンデジュウブンニハナスコト	ノキョカトリリクノキョカヲジカンデジュウブンニハナスコト	ATCの許可と離陸の許可を、時間で十分に離すこと。	ATCの許可と離陸の許可を時間で十分に話すこと。
ep09-3	読み一致		キョカニリリクトイウカタリヲツカワナイ	キョカニリリクトイウカタリヲツカワナイ	許可に「離陸」という語を使わない	許可に離陸という語を使わない。
ep10-1	読み一致		キヅイタヒトハイタコエニモダシテエタソレデモキタイハトマラナイ	キヅイタヒトハイタコエニモダシテエタソレデモキタイハトマラナイ	気づいた人は、いた。声にも出していた。それでも、機体は止まらない。	気づいた人はいた。声にも出していた。それでも機体は止まらない。
ep10-2	読み一致		ネンツキニチジフンビョオ	ネンツキニチジフンビョオ	1977年3月27日、17時06分50秒。	1977年3月27日17時6分50秒。
ep10-3	読み一致		ニンガナクナリニンガイキテデタホンノカッソオロノオエデアル	ニンガナクナリニンガイキテデタホンノカッソオロノオエデアル	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。	五百八十三人が亡くなり、六十一人が生きて出た一本の滑走路の上である。
